               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  14,            0.011989,           0.0033332,                   0,             0.94841,                   1,             0.95409,             0.78227,            0.007662,           0.0026028,                   0,            0.007426,            0.007426,            0.007426
                  15,            0.011535,           0.0028236,                   0,              0.9495,                   1,               0.965,             0.77079,            0.010413,           0.0026207,                   0,            0.007228,            0.007228,            0.007228
                  16,             0.01228,             0.00301,                   0,             0.95026,                   1,             0.97364,             0.80602,           0.0077451,           0.0025017,                   0,             0.00703,             0.00703,             0.00703
                  17,            0.013011,           0.0031579,                   0,             0.95019,                   1,                0.98,             0.80147,           0.0098381,           0.0025874,                   0,            0.006832,            0.006832,            0.006832
                  18,            0.011989,           0.0030846,                   0,             0.95027,                   1,                0.98,             0.84145,           0.0068416,           0.0024665,                   0,            0.006634,            0.006634,            0.006634
                  19,           0.0095514,           0.0027208,                   0,             0.95013,                   1,             0.98636,             0.81898,           0.0074916,           0.0024702,                   0,            0.006436,            0.006436,            0.006436
                  20,           0.0095212,           0.0026372,                   0,             0.94973,                   1,             0.99318,             0.76565,           0.0091583,           0.0025765,                   0,            0.006238,            0.006238,            0.006238
                  21,           0.0085213,           0.0025469,                   0,             0.95057,                   1,             0.99318,             0.85594,           0.0070066,           0.0023443,                   0,             0.00604,             0.00604,             0.00604
                  22,           0.0089663,           0.0029977,                   0,             0.95148,                   1,             0.98455,             0.83749,           0.0075997,             0.00236,                   0,            0.005842,            0.005842,            0.005842
                  23,           0.0088985,            0.002882,                   0,             0.95072,                   1,             0.98455,             0.84626,           0.0071663,           0.0023333,                   0,            0.005644,            0.005644,            0.005644
                  24,           0.0086131,           0.0024882,                   0,             0.95065,                   1,             0.98455,              0.8334,           0.0072366,           0.0023839,                   0,            0.005446,            0.005446,            0.005446
                  25,           0.0093888,           0.0027467,                   0,             0.95104,                   1,             0.97364,             0.85642,           0.0075548,           0.0024059,                   0,            0.005248,            0.005248,            0.005248
                  26,            0.010042,           0.0028934,                   0,             0.95078,                   1,             0.97136,              0.8125,            0.007436,           0.0023936,                   0,             0.00505,             0.00505,             0.00505
                  27,            0.010417,           0.0028078,                   0,             0.95072,                   1,             0.97364,             0.78504,           0.0079979,           0.0024375,                   0,            0.004852,            0.004852,            0.004852
                  28,           0.0095605,           0.0028265,                   0,             0.95127,                   1,             0.97364,             0.83524,           0.0068551,           0.0024073,                   0,            0.004654,            0.004654,            0.004654
                  29,           0.0087051,           0.0027708,                   0,             0.95107,                   1,             0.97136,             0.80427,           0.0071014,           0.0025147,                   0,            0.004456,            0.004456,            0.004456
                  30,           0.0098463,           0.0027285,                   0,             0.95109,                   1,             0.97364,             0.82462,           0.0066171,           0.0025365,                   0,            0.004258,            0.004258,            0.004258
                  31,           0.0086915,            0.002839,                   0,             0.95139,                   1,             0.96909,             0.86561,           0.0060954,           0.0023846,                   0,             0.00406,             0.00406,             0.00406
                  32,           0.0089045,           0.0027916,                   0,             0.95131,                   1,             0.96909,             0.84592,           0.0060215,           0.0023611,                   0,            0.003862,            0.003862,            0.003862
                  33,             0.00806,           0.0024625,                   0,             0.95089,                   1,             0.96273,             0.84509,           0.0061684,            0.002369,                   0,            0.003664,            0.003664,            0.003664
                  34,           0.0082241,           0.0025997,                   0,             0.95066,                   1,             0.96045,             0.85284,           0.0056822,           0.0023255,                   0,            0.003466,            0.003466,            0.003466
                  35,           0.0076537,           0.0027527,                   0,             0.95126,                   1,             0.96727,             0.87127,           0.0059503,           0.0023454,                   0,            0.003268,            0.003268,            0.003268
                  36,           0.0060865,           0.0020671,                   0,             0.95063,                   1,             0.96909,             0.87216,           0.0056247,           0.0023184,                   0,             0.00307,             0.00307,             0.00307
                  37,           0.0075815,           0.0024645,                   0,             0.95058,                   1,             0.96273,             0.85795,           0.0055079,           0.0022734,                   0,            0.002872,            0.002872,            0.002872
                  38,           0.0066334,           0.0021477,                   0,             0.95092,                   1,             0.96273,             0.87361,           0.0053505,           0.0022549,                   0,            0.002674,            0.002674,            0.002674
                  39,           0.0075022,           0.0025196,                   0,             0.95052,                   1,               0.965,             0.86287,            0.005521,           0.0022577,                   0,            0.002476,            0.002476,            0.002476
                  40,           0.0069556,           0.0027146,                   0,             0.95123,                   1,             0.96273,             0.85327,           0.0054187,           0.0022356,                   0,            0.002278,            0.002278,            0.002278
                  41,           0.0066365,           0.0025093,                   0,             0.95123,                   1,             0.96727,              0.8588,           0.0055456,           0.0022357,                   0,             0.00208,             0.00208,             0.00208
                  42,           0.0069317,           0.0022649,                   0,             0.95116,                   1,             0.96727,              0.8639,           0.0053537,           0.0022363,                   0,            0.001882,            0.001882,            0.001882
                  43,           0.0069975,           0.0024473,                   0,             0.95106,                   1,             0.96727,              0.8622,           0.0056935,            0.002242,                   0,            0.001684,            0.001684,            0.001684
                  44,           0.0063375,           0.0021711,                   0,              0.9512,                   1,             0.96727,              0.8577,           0.0055376,           0.0022269,                   0,            0.001486,            0.001486,            0.001486
                  45,           0.0063921,           0.0023959,                   0,             0.95061,                   1,             0.96727,             0.85817,           0.0056047,           0.0022415,                   0,            0.001288,            0.001288,            0.001288
                  46,           0.0071546,           0.0028249,                   0,             0.95097,                   1,             0.96727,             0.85753,           0.0052941,           0.0022159,                   0,             0.00109,             0.00109,             0.00109
                  47,           0.0060477,           0.0025153,                   0,             0.95091,                   1,             0.96727,             0.86015,           0.0051427,           0.0022074,                   0,            0.000892,            0.000892,            0.000892
                  48,           0.0066935,           0.0026608,                   0,             0.95096,                   1,             0.96909,             0.87264,           0.0050262,           0.0022269,                   0,            0.000694,            0.000694,            0.000694
                  49,           0.0065572,           0.0023932,                   0,             0.95107,                   1,             0.96909,             0.86994,           0.0050626,           0.0022112,                   0,            0.000496,            0.000496,            0.000496
