               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,           0.0075734,           0.0030498,                   0,             0.95183,                   1,             0.98455,             0.89232,           0.0068343,           0.0027525,                   0,            0.070259,           0.0033046,           0.0033046
                   1,           0.0086393,           0.0031242,                   0,             0.95171,                   1,             0.98227,             0.81682,            0.010107,           0.0029411,                   0,            0.040193,           0.0065722,           0.0065722
                   2,            0.010338,           0.0032049,                   0,             0.95178,                   1,             0.98455,             0.80659,            0.012846,           0.0030412,                   0,            0.010061,           0.0097738,           0.0097738
                   3,            0.014059,           0.0031853,                   0,             0.86608,                   1,             0.98247,             0.64687,            0.021384,           0.0035578,                   0,            0.009703,            0.009703,            0.009703
                   4,            0.018353,            0.003658,                   0,             0.94793,                   1,             0.97364,             0.65458,            0.016145,           0.0030769,                   0,            0.009703,            0.009703,            0.009703
                   5,            0.014556,           0.0033023,                   0,             0.95108,                   1,             0.95182,             0.77766,            0.010964,           0.0030148,                   0,            0.009604,            0.009604,            0.009604
                   6,            0.014383,            0.003512,                   0,             0.94511,                   1,             0.95409,             0.70994,            0.012183,           0.0031322,                   0,            0.009505,            0.009505,            0.009505
                   7,            0.018077,           0.0041659,                   0,             0.95074,                   1,             0.94977,             0.61045,            0.015747,           0.0033484,                   0,            0.009406,            0.009406,            0.009406
                   8,            0.016373,           0.0037289,                   0,              0.9093,                   1,             0.94192,             0.64251,            0.015116,           0.0033124,                   0,            0.009307,            0.009307,            0.009307
                   9,            0.015059,           0.0034806,                   0,             0.89352,                   1,             0.92596,             0.67667,            0.013429,            0.003395,                   0,            0.009208,            0.009208,            0.009208
                  10,            0.014335,           0.0040223,                   0,             0.91878,                   1,             0.94977,             0.57502,            0.018157,           0.0035652,                   0,            0.009109,            0.009109,            0.009109
                  11,            0.018521,           0.0038581,                   0,              0.9095,                   1,             0.94605,             0.65401,            0.016364,           0.0034968,                   0,             0.00901,             0.00901,             0.00901
                  12,            0.018877,           0.0035821,                   0,             0.95087,                   1,             0.95182,             0.59274,            0.015197,           0.0034806,                   0,            0.008911,            0.008911,            0.008911
