               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.014822,           0.0067335,                   0,             0.99585,                   1,               0.995,             0.75488,            0.014247,           0.0035705,                   0,             0.07039,             0.00329,             0.00329
                   1,            0.021776,           0.0062845,                   0,             0.81581,                   1,             0.97265,             0.63951,            0.030352,           0.0037712,                   0,            0.040324,           0.0065578,           0.0065578
                   2,            0.032834,           0.0060164,                   0,              0.7282,             0.64286,             0.77952,             0.43545,             0.03432,           0.0037548,                   0,            0.010192,           0.0097596,           0.0097596
                   3,            0.038089,           0.0066532,                   0,             0.61766,                   1,             0.87505,              0.4901,             0.02951,           0.0042046,                   0,            0.009703,            0.009703,            0.009703
                   4,            0.034073,           0.0082856,                   0,             0.96702,                   1,               0.995,             0.57128,            0.028784,           0.0049758,                   0,            0.009703,            0.009703,            0.009703
                   5,            0.036119,            0.010218,                   0,             0.83272,             0.57143,             0.78465,             0.40767,             0.03661,           0.0061578,                   0,            0.009604,            0.009604,            0.009604
                   6,            0.043864,           0.0096036,                   0,             0.86344,             0.71429,             0.88565,             0.50104,            0.027796,           0.0056959,                   0,            0.009505,            0.009505,            0.009505
                   7,            0.035098,            0.008282,                   0,             0.95745,                   1,               0.995,             0.64874,            0.034706,           0.0043453,                   0,            0.009406,            0.009406,            0.009406
                   8,            0.032835,           0.0069531,                   0,             0.93136,             0.85714,             0.98567,             0.46731,            0.030785,           0.0043555,                   0,            0.009307,            0.009307,            0.009307
                   9,            0.029714,           0.0081584,                   0,             0.98703,             0.85714,              0.9775,             0.60516,            0.025318,           0.0043848,                   0,            0.009208,            0.009208,            0.009208
                  10,            0.028871,           0.0072687,                   0,             0.70231,             0.92857,             0.88418,             0.48053,            0.033066,           0.0042411,                   0,            0.009109,            0.009109,            0.009109
                  11,            0.034641,           0.0074529,                   0,              0.7522,             0.78571,             0.87792,              0.5078,            0.028115,           0.0043861,                   0,             0.00901,             0.00901,             0.00901
                  12,            0.029208,           0.0074991,                   0,             0.71309,             0.88866,             0.89372,             0.35707,            0.030821,            0.004613,                   0,            0.008911,            0.008911,            0.008911
                  13,            0.026028,           0.0081156,                   0,             0.98536,                   1,               0.995,             0.63765,            0.020311,            0.005238,                   0,            0.008812,            0.008812,            0.008812
                  14,            0.021504,           0.0083624,                   0,             0.97682,                   1,               0.995,             0.63426,            0.019065,           0.0054581,                   0,            0.008713,            0.008713,            0.008713
                  15,            0.024074,           0.0085095,                   0,              0.7634,                   1,             0.95952,             0.55876,            0.025291,           0.0051248,                   0,            0.008614,            0.008614,            0.008614
                  16,            0.032381,           0.0093546,                   0,             0.94933,                   1,               0.995,             0.58232,            0.025119,           0.0047869,                   0,            0.008515,            0.008515,            0.008515
                  17,             0.02491,           0.0075007,                   0,             0.98697,                   1,               0.995,             0.60877,            0.022892,           0.0047184,                   0,            0.008416,            0.008416,            0.008416
                  18,            0.023753,           0.0075098,                   0,             0.99279,                   1,               0.995,             0.62146,            0.018865,           0.0046293,                   0,            0.008317,            0.008317,            0.008317
                  19,            0.021545,            0.007456,                   0,                   1,             0.99458,               0.995,             0.60182,            0.026728,           0.0041827,                   0,            0.008218,            0.008218,            0.008218
                  20,            0.031942,            0.007032,                   0,              0.9901,                   1,               0.995,             0.54379,            0.024661,             0.00425,                   0,            0.008119,            0.008119,            0.008119
                  21,            0.026738,           0.0069713,                   0,             0.81426,                   1,             0.86887,             0.46422,            0.026874,           0.0041444,                   0,             0.00802,             0.00802,             0.00802
                  22,            0.024251,           0.0067836,                   0,                   1,             0.99948,               0.995,             0.57783,            0.021516,           0.0043198,                   0,            0.007921,            0.007921,            0.007921
                  23,            0.021775,            0.007793,                   0,             0.98254,                   1,               0.995,             0.61453,            0.018457,           0.0043735,                   0,            0.007822,            0.007822,            0.007822
                  24,            0.022229,           0.0077639,                   0,             0.96459,             0.85714,             0.97765,             0.69518,            0.030001,           0.0039655,                   0,            0.007723,            0.007723,            0.007723
                  25,            0.039932,           0.0065819,                   0,                   1,             0.91285,             0.98625,             0.55129,            0.024155,           0.0040188,                   0,            0.007624,            0.007624,            0.007624
                  26,            0.028323,           0.0067374,                   0,             0.91684,                   1,               0.995,             0.46322,            0.027641,            0.003887,                   0,            0.007525,            0.007525,            0.007525
                  27,            0.025261,            0.006314,                   0,             0.97286,                   1,               0.995,             0.58585,            0.022174,            0.004106,                   0,            0.007426,            0.007426,            0.007426
                  28,             0.02255,           0.0071514,                   0,             0.98627,                   1,               0.995,             0.64292,            0.017347,           0.0041909,                   0,            0.007327,            0.007327,            0.007327
                  29,            0.016476,           0.0064972,                   0,             0.92579,                   1,             0.98567,             0.63401,            0.022526,            0.003861,                   0,            0.007228,            0.007228,            0.007228
                  30,             0.02635,           0.0051353,                   0,             0.86831,             0.94265,              0.9775,             0.65372,            0.024764,           0.0037819,                   0,            0.007129,            0.007129,            0.007129
