               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.016575,           0.0063164,                   0,              0.9302,             0.88865,              0.8915,             0.67177,            0.021553,           0.0041964,                   0,            0.070196,           0.0033115,           0.0033115
                   1,            0.015387,           0.0056766,                   0,             0.99151,                 0.9,             0.97494,             0.68818,            0.021106,           0.0035345,                   0,             0.04013,           0.0065791,           0.0065791
                   2,             0.02477,            0.005463,                   0,             0.82846,                   1,               0.959,             0.56543,             0.02476,           0.0035126,                   0,           0.0099985,           0.0097806,           0.0097806
                   3,            0.028442,           0.0059822,                   0,             0.87338,                   1,             0.91024,             0.61171,            0.020641,           0.0038031,                   0,            0.009703,            0.009703,            0.009703
                   4,            0.024107,           0.0054582,                   0,             0.85265,                   1,              0.9255,             0.50004,            0.026345,           0.0035775,                   0,            0.009703,            0.009703,            0.009703
                   5,            0.029346,           0.0053565,                   0,             0.90093,                   1,             0.98474,             0.61448,            0.024472,           0.0038437,                   0,            0.009604,            0.009604,            0.009604
                   6,            0.024325,           0.0056829,                   0,             0.98331,                   1,               0.995,             0.71489,            0.017942,           0.0040269,                   0,            0.009505,            0.009505,            0.009505
                   7,            0.020369,           0.0053825,                   0,              0.7876,                   1,             0.92753,             0.56313,            0.024436,            0.003617,                   0,            0.009406,            0.009406,            0.009406
                   8,            0.023571,           0.0052606,                   0,             0.95907,                   1,             0.99306,              0.7039,            0.017757,           0.0036375,                   0,            0.009307,            0.009307,            0.009307
                   9,            0.022316,           0.0048824,                   0,             0.96768,             0.99807,             0.98984,             0.62974,            0.023818,           0.0034944,                   0,            0.009208,            0.009208,            0.009208
                  10,            0.021273,           0.0050068,                   0,                   1,             0.99221,               0.995,             0.71137,            0.019816,             0.00364,                   0,            0.009109,            0.009109,            0.009109
                  11,            0.023978,           0.0049804,                   0,             0.98921,                   1,               0.995,             0.57227,            0.028458,           0.0034486,                   0,             0.00901,             0.00901,             0.00901
